Country,CountryCode,Region,AdolescentFertility,Agriculture,CO2,Electric,Energy,Exports,Fertility,Forest,GDP,GDPGrowth,TechExports,Immunization,Imports,Industry,Internet,LifeExpectancy,Military,Mobile,Mortality,StatisticalCapacity,PopulationDensity,PopulationGrowth,Population,HIV,SecondarySchool,SurfaceArea,TaxRevenue,PopulationGrowthUrban,AgeDependency,Agricultural,AirPassengers,AirDepartures,ArmedForces,ATM,BirthRate,Cereal,ComputerExports,ComputerImports,DeathRate,Broadband,BroadbandPer100,Telephone,GDPperCapita,Hospital,TechExportsUSD,Household,HouseholdAdj,ICTServiceExports,ICTServiceExportsUSD,ICTGoodsImports,ICTGoodsExports,Unemployment,Nurses,PopulationChildren,PopulationAdult,PopulationElderly,Renewable,SecureInternetTotal,SecureInternet
Kiribati,KIR,Oceania,17.7208,26.233604,0.628100756,,,12.37790419,3.014,121.5,172260277.6,2.740007765,,90,95.20958084,6.24609619,10,68.20960976,,13.89219144,61.1,37.77777778,122.5308642,1.530033452,99250,,,810,16.33067607,1.717088682,58.45267174,340,,,,10.52014619,23.339,,13.25674535,13.13469341,6.051,920,0.926952141,8461,1735.619926,1.3,,,,,,2.063144681,,,,32.9581871,63.11032867,3.93148613,2.894788669,1,10.07556675
"Korea, Dem. Rep.",PRK,Asia,0.6386001,,2.987190359,657.1722124,567.9179382,,2,55394,,,,99,,,0,69.18880488,,4.05987652,30.1,,204.5618387,0.53232847,24631291,,,120540,,0.708221568,45.59138064,25550,78558.86155,732,9.226543971,,14.372,4710500,,,9.129,,,1180000,,,,,,,,,,,,22.30608559,68.68538666,9.008528709,15.87885888,,
"Korea, Rep.",KOR,Asia,2.2122,2.516950614,11.84075687,10161.94638,5232.439477,55.74747445,1.244,62154,1.20246E+12,3.681704667,25.7213172,99,54.25257807,38.38067857,83.75912015,80.96707317,2.568431605,107.7446102,4,,511.9761391,0.744180714,49779440,,96.72966,100030,14.43565579,0.867372471,37.30092212,17560,39911749.59,282239,2.598485353,282.493666,9.4,6243430,42.06214551,47.62300488,5.1,17859522,36.64796736,29468502,24155.8293,,1.22021E+11,6.12782E+11,6.12782E+11,16.40977293,14916500000,10.42792935,17.9854902,0.400000006,,15.72687054,72.83272552,11.44040871,1.322460379,124255,2496.110844
Kuwait,KWT,Asia,14.5976,0.406978393,29.13222464,16121.52187,10408.2795,73.21972976,2.652,63.9,1.54035E+11,9.628436082,,99,25.89954458,67.42951488,65.76907069,74.2582439,3.501496104,157.9080265,10.4,,175.3482043,4.353820281,3124705,,,17820,0.799804283,4.370116111,37.34837496,1520,3722729.503,31753,1.423661506,52.87473244,21.107,21430,37.915921,11.10133207,2.949,47000,,514696,49295.83495,,,37356111303,37351763145,35.6841726,3603038888,,,,,25.06867027,72.80751038,2.123752594,,505,161.6152565
Kyrgyz Republic,KGZ,Asia,29.3626,18.62456593,1.199591629,1649.258332,600.2852428,54.53847717,3.1,9707,6197766119,5.956274377,3.013305317,97,81.64136325,30.80969965,17.5,69.60243902,3.398730931,116.1691884,28.1,84.44444444,28.75182482,1.216890729,5514600,0.2,88.192,199949,16.12830384,1.327312564,52.35828544,106085,526018.0125,9274,0.793319318,11.93167549,27.1,1504687,37.45385777,19.27043839,6.5,39040,0.72250551,502020,1123.883168,4.79,9066445,5169090606,5169090606,21.64687478,186217234,3.82216916,0.238271609,,5.822,30.08950424,65.634758,4.275718689,25.95074017,14,2.53871541
Lao PDR,LAO,Asia,67.04101,29.51537711,0.184437676,,,37.17880887,3.2,156728,8283218734,8.038652681,,69,43.10480033,34.76731658,9,67.35495122,0.229498137,84.04519396,76.7,65.55555556,28.25525997,1.944796721,6521314,0.2,43.60191,236800,13.68232853,5.296481628,66.40537105,23780,532707,12262,3.996337361,10.61744251,27.781,4161995,8.188770768,9.730706516,6.248,6546,0.100378543,107643,1270.176338,,,5770709319,5770709319,,,,,,,36.16376877,60.09422302,3.742022038,86.52792178,8,1.226746634
Latvia,LVA,Europe,14.4494,3.923408199,3.786801437,3264.538826,2066.637569,57.83185622,1.33,33654,28319399054,4.997474341,8.242904557,88,62.81081349,18.13347048,69.74995456,73.57560976,1.048175472,111.3637843,9,93.33333333,33.1142926,-1.820767002,2059709,,98.66374,64480,9.312140417,-1.927208829,48.80158128,18160,3299391,54241,0.515583636,68.4466174,9.1,1409500,26.60436273,33.52895753,13.9,457422,22.06160457,516344,13749.22334,5.9,560578395,17379756958,17379756958,20.27594871,936100000,5.441726461,5.388582606,54.5,4.73,14.32165241,67.20362854,18.47481346,35.53508541,457,221.8760029
Lebanon,LBN,Asia,12.0778,4.125085564,4.674540418,3499.369123,1448.721248,36.22535957,1.502,1369.8,40078938640,2.004586303,2.381806766,79,64.1784869,16.125662,52,79.55892683,4.058326023,77.19001676,9.9,63.33333333,428.4252199,0.955957853,4382790,,76.12821,10450,16.31529486,1.094656935,45.33464692,6380,2029610,21306,5.032278924,39.11934983,12.998,158675,52.25619387,47.50104164,4.407,402329,,855000,9144.617616,,49364422,35552902156,35552902156,48.12880861,9468167578,2.339595133,0.949849535,,2.72,22.66052246,68.8067627,8.532783508,5.231662311,175,39.92890373
Lesotho,LSO,Africa,89.54359,6.30169209,1.08410084,,,48.3781027,3.148,442,2523356489,4.045592214,,92,103.4794113,33.11515045,4.2248,48.2197561,2.305245468,60.72157105,102.3,65.55555556,66.8483531,1.019957897,2029516,22.8,52.03724,30360,,3.019891154,70.72779459,23120,,,0.23883078,8.080941172,27.778,103965,22.40500501,15.8563995,15.582,1339,0.065976321,38579,1243.329192,,,2502877099,2464362025,20.38321014,10360938.18,,,,,37.19665146,58.57268524,4.230515957,4.236683076,,
Liberia,LBR,Africa,122.3318,,0.218418427,,,27.49957032,4.945,42990,1537753174,9.131658783,,71,92.81747549,,2.5,59.85987805,0.011948661,49.52909493,77.8,40,42.35565822,3.02864003,4079697,1.3,45.15679,111370,17.38561149,3.793440544,86.18427958,26300,,,0.144384499,1.4247579,36.568,298000,0.323300963,38.80854799,9.202,63,0.001544232,9289,376.9282803,,,1920392160,1920392158,,,,,,,43.22659302,53.71021271,3.063168764,89.39248454,5,1.225581214
Libya,LBY,Africa,2.6388,,6.39342247,3922.675081,2223.029335,54.82944514,2.467,2170,34699395524,-62.07591958,,98,44.79154406,,14,74.98746341,,163.847587,15.9,35.55555556,3.468652602,1.031329946,6103233,,,1759540,,1.250050709,51.65875187,155850,2284066.501,27770.50206,,3.598326469,21.551,275210,25.37313433,1.158996287,4.18,70000,1.146933109,1000000,5685.412227,,,,,,,,,,,29.42170143,65.93753052,4.64080286,2.256556719,9,1.474628283
Liechtenstein,LIE,Europe,,,1.410849731,,,,1.69,69,5739705822,,,,,36.12884671,85,81.79268293,,101.5994284,,,227.425,0.739232141,36388,,111.45657,160,,0.382117393,,65,,,,,10.9,,,,6.8,13595,37.36121798,19600,157736.2268,,,,,,,,,,,,,,,279,7667.362867
Lithuania,LTU,Europe,12.2736,3.808010578,4.537558514,3529.918778,2412.480702,75.06280543,1.55,21678,43485017710,6.114716102,10.21171712,94,77.61534597,24.59157994,63.6399774,73.56341463,2.736236411,162.221828,6.1,86.66666667,48.31533012,-2.258463899,3028115,,106.91848,65300,45.36711972,-2.385886237,44.27212072,28059,69445,7122,1.517112509,50.75434842,10,3225600,18.75750654,14.50511662,13.6,727699,23.9061689,711909,14360.42479,7,1520145996,27197949555,27197949555,9.660083439,541669600.8,3.696687524,2.401659967,52.09999847,7.17,15.14648628,69.31349945,15.54004955,23.09455557,775,255.9347977
Luxembourg,LUX,Europe,8.604401,0.279977916,20.8978117,15586.08423,8043.669588,185.1687322,1.52,867.5,58952460384,2.609030403,8.811916671,96,151.9955011,13.24217043,90.02985856,80.98780488,0.521098598,148.1506658,2.3,,200.1339768,2.222660503,518347,,101.01773,2590,24.67549122,2.627292677,46.07331466,1310,785200,38937,0.621890547,106.2044042,10.9,149591,24.2787092,30.51201436,7.4,169753,32.87569624,279130,113731.6515,,1106470978,18517792605,18517931610,18.48640262,13619836331,4.019119366,2.867894919,28.79999924,17.095,17.53061867,68.45886993,14.01070595,3.71949169,969,1869.404086
"Macedonia, FYR",MKD,Europe,19.0746,10.8682044,4.437580862,3824.819739,1476.854779,47.12442857,1.443,10026,10494626768,2.339892284,3.908342523,97,66.067697,25.09614999,56.7,74.8745122,1.262188002,105.1967071,8.6,78.88888889,83.42149088,0.079598569,2103890,0.1,,25710,16.999651,0.026955831,40.74986637,11180,,,0.828233657,50.24318663,10.859,554873,57.59391609,44.13931536,9.497,281565,13.38306661,422053,4988.201269,4.5,123405402,7756581524,7756581524,23.02712055,335187124,3.686389522,0.337782354,82.59999847,,17.12874794,71.04805756,11.82324123,17.82263705,59,28.04329124
Madagascar,MDG,Africa,125.1284,28.36827541,0.112992456,,,26.74280145,4.59,124960,9892702358,1.454392168,8.368643238,62,42.3336619,15.99402441,1.9,63.79890244,0.727707064,40.04243013,60.6,66.66666667,37.26215248,2.803848333,21678934,0.5,36.59524,587295,10.09643428,4.76696568,84.8434168,413950,544100.7273,12332.72727,0.196860584,1.563738556,35.175,4740084,17.98736183,39.67153657,7.202,6852,0.03160672,236863,456.3278968,,52409274,8685039757,8685039592,13.7473489,161252040.8,2.561698518,0.222589642,,,43.0681572,54.09984589,2.83200264,78.85373315,11,0.507405023
Malawi,MWI,Africa,147.2916,31.13109404,0.078048881,,,29.54934786,5.554,32040,5627896279,4.347495193,3.183313758,96,39.83681371,19.16056583,3.33,54.13995122,0.938266657,25.56405677,76.7,77.77777778,163.9534472,2.913360998,15457531,11.4,33.82338,118480,,3.701749528,95.12814936,55800,82709.54499,3172,0.097393604,3.761054478,40.499,3924971,20.83194351,29.61801285,11.98,1730,0.011191956,173481,364.0876592,1.3,4047462,4052232454,4048765789,18.74506363,16893338.1,3.53594479,0.243426156,,,45.6452713,51.24837112,3.106356382,79.24445548,6,0.388160308
Malaysia,MYS,Asia,7.1084,11.78123659,7.847738104,4087.212031,2750.65503,91.51535004,1.986,203692,2.89327E+11,5.18725089,43.38956882,95,75.10425373,40.38708293,61,74.66839024,1.661395622,127.477801,8.5,76.66666667,87.53300259,1.694209608,28758968,0.4,67.24266,330800,15.23538979,2.848121849,47.40135339,78700,38218608.85,336401,1.077443337,53.30506371,17.62,2635830,29.44790252,35.41431783,4.645,2506700,8.716237662,4522900,10060.39274,1.79,61126964506,1.36851E+11,1.36851E+11,24.66033819,8913509679,25.62321138,29.43901467,,,27.16888428,67.84198761,4.989135742,6.544373302,1571,54.62643861
Maldives,MDV,Asia,5.5356,4.122252711,3.324959935,,,98.35693991,2.314,9,2460699388,10.8308372,,96,87.42316663,18.7532666,34,77.19287805,,159.7911219,11.8,66.66666667,1106.546667,1.906823905,331964,0.1,,300,13.61766218,4.803477559,52.56962956,70,,,,20.06806068,22.292,168,2.765183251,34.14937117,3.437,17638,5.313226735,24084,7412.548914,,,,,,,5.845608781,,,,29.44927788,65.54325104,5.006567001,3.239346279,27,81.33412057
Mali,MLI,Africa,176.637,39.32890656,0.086735785,,,26.31995568,6.85,124110,10647545670,2.73011101,3.02189618,69,36.18373651,22.48666631,2.2,54.19082927,1.512673818,75.06504419,132,63.33333333,11.81515748,3.033578254,14416737,1,44.45522,1240190,15.29114278,5.212668309,99.28656669,416210,363857.3759,5580,0.241118265,3.439496982,47.577,5777891,40.11584308,22.46515545,13.699,8482,0.058834395,104696,738.554478,,5021628,7894545024,7866175144,35.93563029,147652052,2.948207925,0.087832175,,,46.96118164,50.17898941,2.859814882,83.87281381,15,1.040457352
Malta,MLT,Europe,18.3002,,6.034321639,4689.28671,2005.263436,93.60719676,1.45,3,9302635890,1.4,47.2340317,84,88.89851911,,68.01982379,80.74634146,0.600830855,122.3737909,6.3,,1300.8375,0.423700885,416268,,87.14004,320,26.4488304,0.600901506,43.45936594,103,1673765,14891,1.169965011,55.54294923,10,15800,60.60789725,68.70524788,7.8,128678,30.1808817,232203,22347.70842,4.44,1309410485,5456552907,5871785851,11.98659042,609128867.2,12.99932311,22.89231065,46.29999924,7.062,15.31067944,69.70583344,14.98325348,0.995532051,696,1671.999769
Marshall Islands,MHL,Oceania,,,1.955919611,,,,4.05,126.4,172956700,0.023608619,,88,,,10,,,,38.7,46.66666667,291.6388889,0.127712721,52495,,,180,,0.512001118,,130,,,,5.629818066,31.26012001,,38.39788143,23.81592248,3.7,,,,3294.727117,,,,,,,,,,,,,,,9,171.4448995
Mauritania,MRT,Africa,75.14301,20.26879292,0.623915168,,,58.27214088,4.783,2370,5123097509,4.385441191,,67,63.25164573,46.86316163,4.5,61.18695122,,89.52144655,95.6,63.33333333,3.592474047,2.553220311,3702763,,22.41852,1030700,,3.721391327,77.08025169,397110,381075.9236,4235,1.758896982,,34.843,202062,,,8.881,6120,0.16528198,72294,1383.587745,,,2431090745,2420173700,,,1.427962046,,,,40.38368225,56.47158432,3.144759655,33.28259082,7,1.890480163
Mauritius,MUS,Africa,31.3482,3.5940129,3.127070817,2025.704166,1053.50989,53.42356762,1.55,350.2,11252386261,3.886294035,0.796340122,99,66.35315825,25.4038138,34.95,73.26682927,0.155629375,104.7930618,14.9,73.33333333,616.9477833,0.160140421,1252404,1.2,94.37881,2040,18.43014634,-0.351227038,40.20970918,890,1321491,12353,0.429218445,41.93405797,11.7,636,34.2583815,45.90427486,7.3,118235,9.574381939,374600,8984.629769,3.4,9742400,8261896468,8261861632,31.11578284,1014674361,4.347963828,0.548654764,29.5,,20.6368885,71.32180023,8.041396141,3.364858912,150,119.769659
Mexico,MEX,North America,64.58179,3.352192924,3.908712496,2091.692535,1538.183197,31.26433439,2.248,646468,1.17119E+12,4.044614776,16.50981661,98,32.51218887,36.32215341,37.17629541,76.91417073,0.5525493,79.24118294,16,88.88888889,61.40139047,1.243298367,119361233,0.2,84.05133,1964380,,1.619077049,55.41932764,1031660,29538937,386063.9941,0.650178059,43.757052,19.15,28409477,2.652232947,6.10531275,4.496,11566069,9.689971115,19996800,9812.12651,1.5,40795369486,7.76165E+11,7.89558E+11,,,17.28432649,16.98331652,1.799999952,2.529,29.53525734,64.3420639,6.122682095,9.631669892,3079,25.79564506
"Micronesia, Fed. Sts.",FSM,Oceania,19.93,28.21253537,1.240959545,,,,3.402,641.6,310287500,2.050567151,,92,,9.216563924,22.8,68.73797561,,26.68626238,38.9,27.77777778,147.7485714,-0.188366723,103424,,,700,,-0.16460196,67.38687124,220,,,,9.118679799,23.587,242,14.40636756,22.98340821,6.225,,,8400,3000.149869,,,,,10.69184384,3736833.746,,,,,36.37937164,59.7424202,3.879177094,,8,77.35148515
Montenegro,MNE,Europe,15.8754,9.491959826,4.145547583,5752.492828,1815.529957,42.75112397,1.687,5430,4495496247,3.228277975,,91,64.92090437,18.07966819,35.61154125,74.53936585,1.76558258,186.7595594,6.2,67.77777778,46.10252788,0.105041772,620079,,91.04118,13810,,0.386883242,46.66439602,5120,523356,7707,4.97498213,66.2513315,11.902,17501,13.94727327,46.812087,10.254,64712,,170856,7249.876624,4,4085156,3707764804,3707764804,7.511009548,95833615.11,3.289655989,0.237505731,79.59999847,5.249,19.25773811,68.182724,12.55937386,43.18867712,16,25.80316379
Morocco,MAR,Africa,35.18539,15.47185619,1.763531559,830.5826081,568.0417714,35.57531893,2.652,51410,99210991483,4.985647093,6.068227714,99,48.68572041,30.24653194,46.1074826,70.40912195,3.36927039,114.019338,32.7,75.55555556,71.83379789,1.309445146,32059424,0.1,65.55798,446550,23.80384657,2.184529071,49.0858007,301038,7502696.745,69940.91248,2.118983236,21.74197466,22.322,8689245,33.90457954,26.42306073,6.335,595207,1.856574217,3566076,3044.097224,,860938797,58460302352,58460302352,20.10682341,3196796242,4.776565644,3.258272014,64.80000305,,27.92329407,67.07546997,5.001237869,11.79897461,139,4.335698608
Mozambique,MOZ,Africa,142.7106,29.78713213,0.13351434,447.0866083,417.9321272,29.54649135,5.338,388106,13197133578,7.419097731,26.48074033,82,40.8647868,20.95149543,4.3,49.48782927,0.900734863,31.95650185,97.2,72.22222222,31.25889138,2.529977594,24581367,11.1,26.28165,799380,18.60987647,3.250995977,94.64436262,494000,577019.8145,12957,0.098716692,6.352991891,40.034,2931941,29.72114357,61.74031173,14.717,21204,0.086260459,88120,536.8754951,0.7,71194000,9620126877,9643279803,23.42543431,170790750.2,1.481180282,0.018867307,,,45.37836456,51.37574768,3.245885372,88.92934164,27,1.098392941
Myanmar,MMR,Asia,12.8906,,0.199423053,150.3703012,272.7409532,,1.98,314634,,,,88,,,0.98,64.7612439,,2.375550859,54.2,51.11111111,80.13403389,0.804614962,52350763,0.7,,676590,,2.478161678,44.51527261,125580,1539676,32354,1.680374143,0,17.674,31081312,25.5648674,18.04826279,8.491,21898,0.041829381,523865,,,,,,,,,,,,25.67579079,69.19683838,5.127371311,84.51915159,4,0.076407673
Namibia,NAM,Africa,58.81241,8.902453265,1.251757065,1566.545726,692.7031617,45.52086511,3.167,72158,12411220518,5.174884438,1.605373403,74,57.46727648,30.10474625,12,63.27717073,3.574130816,98.95730464,52.6,57.77777778,2.693604927,1.758273558,2217618,14.6,,824290,23.109256,4.182057054,68.4075072,388090,540867.9,9400,1.820420325,49.71501635,26.708,117000,6.943124459,35.7076225,7.524,17610,0.794095286,159059,5596.644922,,42274443,8239660657,8239538541,6.765534454,50195730.63,3.622383708,0.626738158,,,37.14223862,59.3797493,3.47796607,33.42250069,46,20.74297737
Nepal,NPL,Asia,77.9006,38.29842961,0.159608758,115.3320693,389.1755845,8.904030421,2.496,36360,18913574371,3.421828241,0.286024007,88,32.92422422,15.44635806,9,67.54956098,1.540651697,49.17622818,43.2,63.33333333,189.4409976,1.14941008,27156367,0.3,62.72809,147180,13.25974385,3.173719757,70.5921899,42590,901116.1179,44126,1.094822983,7.385692684,22.27,8615383,45.16057083,16.86835356,6.837,94656,0.348559143,845542,696.4692431,,1916543,14142433555,14460502230,40.53576953,350014551.3,5.272071044,0.15353661,,,36.38086319,58.61932755,4.999803543,86.9455155,59,2.172602837
Netherlands,NLD,Europe,5.9908,1.673079246,10.06448974,7035.672399,4637.767016,77.35644216,1.76,3650,8.93702E+11,1.663619434,19.81420267,96,68.81677448,22.39100053,91.41999576,81.20487805,1.303254325,118.9791426,4.3,,495.0496441,0.466428782,16693074,,128.41818,41500,20.37316718,1.353807346,49.82420214,18948,29959476.4,293885.8398,0.488046138,55.86318341,10.8,1609679,55.86272095,52.1602648,8.1,6498007,38.98911966,7133000,53537.27515,,67147867601,4.01639E+11,4.01639E+11,45.64492844,49270394925,12.84826952,11.91118062,33,8.382,17.34298706,66.74488831,15.91212177,4.363888323,45911,2750.302311
New Zealand,NZL,Oceania,26.2674,6.916823839,7.124050867,9456.20438,4148.647126,30.78866456,2.06,82606,1.6614E+11,2.21839831,9.305350251,93,29.22052232,23.38432442,81.23,80.90487805,1.252022113,109.1999113,6.4,,16.64957654,0.762479795,4384000,,119.79301,267710,27.90572378,0.783365974,50.74706466,113710,13747024.21,206937,0.360124186,75.87660051,13.93,999389,25.04349047,38.70433234,6.83,1178000,26.68827707,1880000,37896.85961,2.3,661395978,96469031443,96469031443,15.9360715,2109870873,8.033816995,1.184040865,8.199999809,,20.35939407,66.33627319,13.30430984,32.19922336,7037,1605.155109
Nicaragua,NIC,North America,103.1772,20.92714985,0.829634356,528.1833845,518.4633877,42.72097317,2.585,30440,9755619761,6.231594588,5.287492195,99,64.61496535,25.62492938,10.6,74.13470732,0.527420219,81.68356887,25.2,71.11111111,49.07051687,1.414443116,5905146,0.2,,130370,14.54753049,1.91791947,62.6903161,51460,,,0.488917264,9.687163493,23.546,1009193.64,58.42321275,28.38693655,4.606,85092,1.44098046,287618,1652.053948,1.1,5994074,8143497197,8143497197,12.32465814,139700000,4.400943842,0.142928498,,,33.9208374,61.46647263,4.612688541,51.4944497,59,9.991285567
Niger,NER,Africa,205.7476,38.25071836,0.086170201,,,20.90236652,7.581,11916,6409169890,2.31140022,4.507445536,69,47.78683782,16.09122201,1.3,57.48263415,1.309803688,28.72476707,116.1,71.11111111,13.03502171,3.812910789,16511462,0.5,14.68277,1267000,,4.984882161,110.590086,437820,0,0,0.200000935,0.943293887,49.929,3762353,15.98012704,21.53372735,11.502,2114,0.012803227,85354,388.1648935,,2544017,4750671854,4747181213,14.77884084,10770004.14,3.728712855,0.272109307,,,49.92026138,47.48561478,2.594119072,81.27494678,5,0.302819944
Nigeria,NGA,Africa,120.4634,22.28919858,0.536115274,148.9284633,773.0452454,31.32980522,6.017,86314,4.11744E+11,4.887386611,1.197366687,52,21.46429968,24.81156581,28.43,51.7102439,0.579227051,57.96066304,126.2,73.33333333,180.2792417,2.769633801,164192925,3.4,,923770,1.804331165,4.777851387,88.15501121,762000,4793913.274,68014.27634,0.316451635,11.84285039,41.76,20702585,3.704277513,30.16707091,13.762,,,719406,2507.682969,,38334316,2.69397E+11,2.69397E+11,2.531056266,85723705.65,3.910269287,0.016838207,,,44.12480545,53.14766693,2.727526188,86.16954662,275,1.674859011
Norway,NOR,Europe,8.049799,1.503933448,9.192879069,23510.38383,5652.199396,41.33700433,1.88,101414,4.98157E+11,0.96877971,18.46185443,93,28.49501052,41.41239664,93.48998265,81.29512195,1.451804871,115.8117293,3.1,,13.56014762,1.297189391,4953088,,112.98291,385178,27.39030786,1.654322199,51.36175712,9980,,,0.928439527,54.48657241,12.2,1026723,33.34105513,39.718034,8.4,1826445,36.94449602,1522207,100575.1173,3.3,4510799186,2.0072E+11,2.0072E+11,27.55268866,11280635227,6.925651636,1.032231119,11.10000038,13.399,18.70364189,66.06691742,15.22947979,56.61918623,8966,1810.183869
Oman,OMN,Asia,11.204,1.255263762,21.44112651,6292.040331,8440.210409,68.67391471,2.899,20,67937581274,-1.091025209,2.622388272,99,34.42691984,72.24255417,48,76.32314634,9.814332746,158.9952836,11.6,,9.773098546,7.622887765,3024774,,97.7605,309500,2.272414057,8.325601408,39.48362778,17705,3795755,35560,3.394339974,,21.655,42513,22.66027689,35.07024145,2.804,78217,2.585879143,287323,22460.38259,,137151352,21041612484,19456176853,22.66027689,553394018.2,2.909508631,0.142685197,,5.003,25.68634796,71.69302368,2.620658636,,152,50.25168823
Pakistan,PAK,Asia,27.9938,26.02468456,0.927832445,450.1994771,482.0085649,13.96666966,3.347,16440,2.13755E+11,2.74840255,1.759879306,63,18.97323549,21.23238842,9,66.28387805,3.285650816,61.81345992,89.9,74.44444444,228.5262985,1.727447337,176166353,0.1,34.93676,796100,9.188676788,2.838795946,64.55063082,265500,7940545.076,72695,1.524339668,4.727455707,26.182,36224380,36.01654333,25.48053066,7.025,1166301,0.662045266,5721725,1213.371784,,316365305,1.73462E+11,1.7346E+11,23.44040525,1176963000,3.555264101,0.236822273,,,34.88378143,60.7715683,4.344649315,45.12952615,197,1.118261215
Palau,PLW,Oceania,,4.805298756,10.85543046,,,57.01792649,,403,201223885.2,8.317675714,,85,80.20335929,10.37173225,,,,74.95389692,18.7,30,44.79565217,0.662189585,20606,,,460,,1.708350669,,50,,,,43.02688043,11.8,,,,8.3,518,2.513830923,6916,9765.305503,,,,,,,3.871633508,,,,,,,2.679023814,2,97.059109
Paraguay,PRY,South America,68.03079,22.27583707,0.806136742,1228.188174,741.8002503,52.53558508,2.931,174034,25099681461,4.342407086,7.302681323,93,50.28702735,29.32856713,24.76351588,72.11346341,1.203385288,99.32993534,23.4,70,16.54441732,1.739897851,6573097,0.3,69.60102,406752,12.59733605,2.127263135,62.35653839,209900,845395.6888,6873.73285,0.827350081,18.3870041,24.106,5367547,14.79102956,1.389425814,5.643,120101,1.827160013,368846,3818.547248,1.3,43141808,17592974718,17592974718,2.261385671,18100000,21.56478285,0.072988296,,,33.14554596,61.59283829,5.261614323,63.11143799,64,9.736658382
Poland,POL,Europe,12.721,3.264153624,8.335786706,3879.542094,2658.354205,43.1358628,1.3,93644,5.24363E+11,4.769475358,5.873991996,98,44.89907839,33.73092994,61.94999897,76.74634146,1.803252097,131.2936783,5.5,82.22222222,124.2962969,0.053769709,38063255,,97.35535,312680,16.68666347,-0.130333015,40.20736392,147790,4448727.06,82052,0.649857318,53.38422782,10.1,26507645,44.06302757,46.49746193,9.7,6972130,18.24945259,6852599,13776.08838,6.5,8613651552,3.22048E+11,3.22048E+11,30.58198987,12501000000,7.332689507,7.043526268,31.60000038,5.837,14.92945385,71.32292938,13.74761486,10.57978326,10306,270.7598181
Portugal,PRT,Europe,13.4144,2.080291592,4.709849624,4848.279337,2162.744233,34.29134694,1.35,34598,2.4488E+11,-1.826801401,3.470126878,97,38.57252169,22.07694622,55.24999688,80.47073171,2.002649764,116.3901378,3.8,,115.2697893,-0.147084879,10557560,,111.26008,92210,20.81287259,0.838690636,49.88715401,36360,11014639,129004,1.642242776,191.7392295,9.2,1158206,25.01147358,33.76012345,9.7,2243036,21.16545125,4542561,23194.74385,3.4,1547407412,1.61191E+11,1.61191E+11,18.56701294,4779003333,5.00569421,3.825017469,48.20000076,,15.03765583,66.71685028,18.24547768,27.16249804,2380,225.4308761
Qatar,QAT,Asia,10.6396,,43.89303638,15754.86341,16745.09159,71.66602685,2.055,0,1.69805E+11,14.119,0.125016366,98,25.78996526,,69,78.29968293,,120.4784442,8.7,,164.5910422,8.812360741,1910902,,111.6167,11610,,8.971369904,16.82801915,660,14568106,109525,0.82295974,51.82048103,11.393,1700,2.043127215,17.93233103,1.426,164601,8.613785532,309000,88861.03839,,2555790,19811878022,18140515110,,,,0.021871303,34.59999847,,13.35421658,85.59586334,1.049870729,,236,123.5018855
Romania,ROM,Europe,30.941,7.477261665,4.210560124,2639.033434,1776.312161,40.03406451,1.46,66094,1.82611E+11,2.308920543,10.18358602,93,45.36647911,42.78264606,40.00999678,74.56341463,1.303249601,107.3871984,13.2,95.55555556,87.53324934,-0.491866213,20147528,0.1,95.98558,238390,17.88586285,-0.248797871,42.67255621,139820,3659209,57823,1.586687347,60.56935889,9.7,20848453,59.48146917,48.2732652,12.5,3283150,15.05415373,4680000,9063.700806,6.1,4966343987,1.31646E+11,1.31646E+11,34.99710289,4228000000,7.984901044,7.821129363,41.90000153,5.511,15.02900791,70.09055328,14.88042259,21.11273214,1148,56.97969498
